QUARTER,CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,FLIGHT_TIME,CANCELLED
1,DL,JFK,ATL,32.439,22.364,153.049,0.042
1,DL,JFK,BOS,26.818,27.191,79.052,0.091
1,DL,JFK,DEN,36.059,24.471,271.612,0.056
1,DL,JFK,DTW,30.09,20.94,127.74,0.057
1,DL,JFK,FLL,29.086,18.054,188.425,0.06
1,DL,JFK,HNL,11.4,-15.7,690.9,0
1,DL,JFK,LAS,22.263,9.181,345.046,0.037
1,DL,JFK,LAX,23.397,6.745,379.835,0.031
1,DL,JFK,MCO,24.292,18.228,176.595,0.046
1,DL,JFK,MIA,23.555,15.095,192.748,0.051
1,DL,JFK,MSP,23.367,16.266,188.827,0.035
1,DL,JFK,PDX,43.028,39.491,379.396,0.009
1,DL,JFK,PHX,21.44,10.619,335.083,0.034
1,DL,JFK,SAN,24.881,9.161,365.136,0.056
1,DL,JFK,SEA,31.456,24.136,376.048,0.023
1,DL,JFK,SFO,17.628,3.48,388.684,0.045
1,DL,JFK,SLC,22.394,15.928,318.853,0.021
1,DL,JFK,TPA,21.768,11.003,179.373,0.048
1,DL,LAS,ATL,4.817,-2.465,220.061,0.006
1,DL,LAS,DTW,4.867,-1.498,226.411,0
1,DL,LAS,JFK,13.91,12.728,286.644,0.039
1,DL,LAS,LAX,1.039,-3.194,68.524,0
1,DL,LAS,MSP,3.956,-2.057,179.103,0
1,DL,LAS,SLC,8.44,5.683,76.66,0
1,DL,LAX,ATL,9.548,3.23,245.777,0.003
1,DL,LAX,BOS,9.2,9.791,327.409,0.027
1,DL,LAX,DFW,-6,-26.5,169.5,0
1,DL,LAX,DTW,6.174,-2.607,258.66,0.002
1,DL,LAX,HNL,10.132,12.797,356.73,0
1,DL,LAX,JFK,16.847,13.14,316.254,0.03
1,DL,LAX,LAS,2.936,0.394,68.982,0
1,DL,LAX,MCO,6.929,5.848,274.242,0
1,DL,LAX,MIA,10.237,5.553,284.592,0
1,DL,LAX,MSP,10.321,3.835,209.474,0.002
1,DL,LAX,PDX,13.433,7.1,140.933,0
1,DL,LAX,PHX,5.529,0.459,79.941,0
1,DL,LAX,SEA,6.072,-1.052,160.464,0.006
1,DL,LAX,SLC,6.877,3.114,107.661,0
1,DL,LAX,TPA,12.719,11.169,262.831,0
1,DL,LGA,ATL,20.655,10.311,157.99,0.053
1,DL,LGA,BOS,26.75,27.9,77.262,0.109
1,DL,LGA,DEN,15.449,5.097,272.852,0.054
1,DL,LGA,DFW,-2,-26,247,0
1,DL,LGA,DTW,19.107,13.592,123.101,0.054
1,DL,LGA,FLL,18.858,7.174,191.852,0.046
1,DL,LGA,MCO,19.005,11.576,180.397,0.055
1,DL,LGA,MIA,17.718,8.435,198.218,0.056
1,DL,LGA,MSP,22.764,13.391,187.7,0.055
1,DL,LGA,TPA,28.64,15.971,183.603,0.053
1,DL,MCO,ATL,3.05,-3.244,91.284,0.007
1,DL,MCO,BOS,17.932,17.154,165.907,0.041
1,DL,MCO,DTW,2.332,-2.304,152.861,0
1,DL,MCO,JFK,23.921,22.302,152.429,0.049
1,DL,MCO,LAX,8.848,-5.251,328.91,0
1,DL,MCO,LGA,15.38,15.174,153.036,0.048
1,DL,MCO,MSP,2.31,-1.396,206.337,0
1,DL,MCO,SLC,-0.113,-10.263,287.268,0
1,DL,MDW,ATL,12.542,2.049,107.472,0.012
1,DL,MDW,DTW,-1.857,-2.714,67.714,0
1,DL,MDW,MSP,2.263,-5.618,86.368,0.013
1,DL,MIA,ATL,8.297,2.285,115.994,0.005
1,DL,MIA,DTW,15.37,9.89,182.751,0
1,DL,MIA,JFK,22.029,17.827,175.757,0.054
1,DL,MIA,LAX,2.829,-12.789,352.461,0
1,DL,MIA,LGA,18.719,16.169,177.986,0.055
1,DL,MIA,MSP,14.923,7.518,232.732,0
1,DL,MSP,ATL,5.938,-6.334,140.156,0.003
1,DL,MSP,BOS,6.905,-1.122,156.074,0.053
1,DL,MSP,BWI,6.253,-3.18,136.732,0.015
1,DL,MSP,CLT,3.638,-5.847,138.046,0.005
1,DL,MSP,DCA,7.86,-1.137,134.08,0.011
1,DL,MSP,DEN,6.963,-0.661,123.482,0
1,DL,MSP,DFW,11.043,-6.657,146.8,0
1,DL,MSP,DTW,6.778,1.297,97.075,0
1,DL,MSP,EWR,28.343,18.971,151.429,0.028
1,DL,MSP,FLL,1.688,-9.462,204.339,0
1,DL,MSP,IAD,-2.8,-8.8,137.2,0
1,DL,MSP,IAH,42,12,150,0
1,DL,MSP,JFK,7.775,0.078,156.264,0.03
1,DL,MSP,LAS,6.821,-6.473,196.158,0
1,DL,MSP,LAX,8.711,-3.87,233.295,0
1,DL,MSP,LGA,11.896,5.666,154.07,0.055
1,DL,MSP,MCO,8.652,-0.489,184.593,0
1,DL,MSP,MDW,6,2.421,88.697,0.013
1,DL,MSP,MIA,4.012,-10.524,209.262,0
1,DL,MSP,ORD,5.725,1.84,85.082,0.006
1,DL,MSP,PDX,6.529,-1.886,220.401,0
1,DL,MSP,PHL,10.67,1.509,142.637,0.023
1,DL,MSP,PHX,6.783,-5.193,193.304,0
1,DL,MSP,SAN,7.73,-9.78,220.954,0
1,DL,MSP,SEA,8.483,3.239,220.908,0
1,DL,MSP,SFO,12.283,-2.99,239.105,0
1,DL,MSP,SLC,5.709,-3.723,163.181,0
1,DL,MSP,TPA,4.142,-6.228,180.914,0
1,DL,ORD,ATL,15.394,5.249,112.163,0.007
1,DL,ORD,DTW,9.764,6.299,78.526,0.003
1,DL,ORD,JFK,8,56,177,0
1,DL,ORD,MSP,14.114,11.446,88.094,0.007
1,DL,ORD,SLC,19.731,10.577,204.705,0.013
1,DL,PDX,ATL,4.253,-7.08,261.699,0
1,DL,PDX,DTW,12.238,-2.571,234.571,0
1,DL,PDX,JFK,13.991,-1.613,299.406,0.009
1,DL,PDX,LAX,9.833,11.967,145.867,0
1,DL,PDX,MSP,2.099,-9.721,183.982,0
1,DL,PDX,SLC,1.624,-2.051,98.705,0
1,DL,PHL,ATL,10.189,-1.797,132.949,0.025
1,DL,PHL,DTW,8.592,6.129,105.009,0.031
1,DL,PHL,MSP,10.136,5.592,178.748,0.028
1,DL,PHL,SLC,-0.396,-7.363,300.165,0.022
1,DL,PHX,ATL,1.78,-4.303,204.461,0.008
1,DL,PHX,DTW,6.488,2.238,219.772,0
1,DL,PHX,JFK,14.107,12.815,276.518,0.029
1,DL,PHX,LAX,-3.256,-7.341,88.561,0
1,DL,PHX,MSP,3.774,-2.681,180.089,0
1,DL,PHX,SLC,2.356,-0.612,94.69,0
1,DL,SAN,ATL,1.667,-4.403,238.389,0.002
1,DL,SAN,DTW,1.225,-4.975,252.244,0
1,DL,SAN,JFK,9.922,8.509,316.586,0.049
1,DL,SAN,MSP,6.377,-0.028,214.801,0
1,DL,SAN,SEA,-6.8,-12.7,165.1,0
1,DL,SAN,SLC,0.513,-0.495,111.394,0.003
1,DL,SEA,ATL,6.281,-8.749,265.117,0.004
1,DL,SEA,DTW,5.959,-1.912,240.307,0
1,DL,SEA,HNL,6.063,13.759,380.023,0.006
1,DL,SEA,JFK,16.012,12.494,305.361,0.024
1,DL,SEA,LAX,3.02,4.162,160.149,0.007
1,DL,SEA,MSP,9.374,-0.034,183.67,0
1,DL,SEA,SAN,0.5,-6.7,154.8,0
1,DL,SEA,SLC,8.788,5.246,110.925,0
1,DL,SFO,ATL,5.302,-3.841,264.495,0.004
1,DL,SFO,DTW,3.752,-1.219,266.806,0
1,DL,SFO,HNL,1.031,4.938,341.75,0
1,DL,SFO,JFK,12.968,8.751,320.957,0.049
1,DL,SFO,MSP,5.482,-2.955,211.822,0.003
1,DL,SFO,SEA,68,58,122,0
1,DL,SFO,SLC,3.617,1.531,103.844,0
1,DL,SLC,ATL,6.053,-2.411,207.043,0.005
1,DL,SLC,BOS,5.47,-2.157,259.701,0.063
1,DL,SLC,BWI,4.943,-3.369,233.828,0.006
1,DL,SLC,CLT,8.667,-0.148,218.42,0
1,DL,SLC,DCA,6.888,-2.852,228.343,0.017
1,DL,SLC,DEN,2.615,-0.586,81.893,0
1,DL,SLC,DFW,4.432,0.178,148.514,0
1,DL,SLC,DTW,5.195,-4.885,198.459,0
1,DL,SLC,EWR,9.506,-4.952,250.639,0.012
1,DL,SLC,HNL,1.533,1.078,410.956,0
1,DL,SLC,IAH,7.276,7.948,169.466,0
1,DL,SLC,JFK,17.607,10.188,255.795,0.024
1,DL,SLC,LAS,5.029,1.398,79.307,0
1,DL,SLC,LAX,6.336,1.796,115.162,0
1,DL,SLC,MCO,0.915,-9.944,241.751,0
1,DL,SLC,MSP,3.114,-3.422,144.534,0
1,DL,SLC,ORD,7.892,-4.241,181.578,0.012
1,DL,SLC,PDX,2.654,-1.568,115.265,0
1,DL,SLC,PHL,9.055,0.363,237.33,0.022
1,DL,SLC,PHX,2.784,-2.511,91.817,0
1,DL,SLC,SAN,2.887,-2.761,106.487,0
1,DL,SLC,SEA,5.608,0.875,125.044,0
1,DL,SLC,SFO,6.125,0.727,116.039,0
1,DL,TPA,ATL,5.073,0.45,91.351,0.006
1,DL,TPA,DTW,2.576,-3.651,153.696,0
1,DL,TPA,JFK,22.554,20.25,157.68,0.042
1,DL,TPA,LAX,1.414,-7.31,323.322,0
1,DL,TPA,LGA,17.097,15.526,157.553,0.045
1,DL,TPA,MSP,2.739,-3.766,200.237,0.003
1,EV,ATL,BOS,72.5,57.5,130,0
1,EV,ATL,DFW,1.857,-1.143,144.857,0.125
1,EV,ATL,EWR,14.042,14.708,137.708,0.077
1,EV,ATL,IAD,23.914,23.222,105.969,0.03
1,EV,ATL,IAH,8.931,2.882,133.098,0
1,EV,ATL,ORD,32.091,29.818,128,0.083
1,EV,BOS,ATL,27.5,30,185.5,0
1,EV,BOS,DTW,1.444,5.444,144,0
1,EV,BOS,EWR,-0.744,-5.884,84.233,0.157
1,EV,BWI,DTW,3.273,1.636,97.909,0
1,EV,BWI,EWR,-0.174,6.196,70.913,0.098
1,EV,BWI,MSP,-4,-19,161,0
1,EV,BWI,ORD,13.8,13.75,137.45,0.091
1,EV,CLT,DTW,3.357,-1.357,106,0
1,EV,CLT,EWR,8.282,8.579,111.437,0.104
1,EV,CLT,IAD,40.5,40.333,88.833,0.143
1,EV,CLT,IAH,11.007,7.912,179.136,0.025
1,EV,CLT,LGA,17.889,11.5,106.778,0.217
1,EV,CLT,MSP,22.154,15.462,165.923,0
1,EV,CLT,ORD,6.2,9.632,134.714,0.044
1,EV,DCA,DTW,7.541,0.486,96.514,0.14
1,EV,DCA,EWR,12.059,13.249,76.456,0.15
1,EV,DCA,MSP,12,2,167,0
1,EV,DEN,DFW,2.429,7.714,124.143,0
1,EV,DEN,IAH,10.269,10.06,139.06,0.015
1,EV,DEN,MSP,7,26,143,0
1,EV,DEN,SLC,28.4,22.55,87.95,0
1,EV,DFW,ATL,3.556,5.444,124.444,0.1
1,EV,DFW,DTW,16.561,13.167,150.606,0.015
1,EV,DFW,IAH,5.611,6.122,69.9,0.072
1,EV,DFW,MSP,-2.857,0.857,151.286,0.125
1,EV,DTW,BOS,19.444,9.667,112.222,0
1,EV,DTW,BWI,14.091,9.636,96.455,0
1,EV,DTW,CLT,13.115,7.692,107.269,0
1,EV,DTW,DCA,4.974,-0.026,89.205,0.093
1,EV,DTW,DFW,23.441,19.338,183.515,0.029
1,EV,DTW,EWR,9.253,4.291,104.187,0.103
1,EV,DTW,IAD,18.697,12.394,86.955,0.029
1,EV,DTW,IAH,10.355,3.663,189.623,0.014
1,EV,DTW,LGA,43,61,121,0
1,EV,DTW,MDW,18.707,18.787,76.913,0.015
1,EV,DTW,ORD,6.587,9.294,86.955,0.047
1,EV,DTW,PHL,14,5.238,97.238,0.045
1,EV,EWR,ATL,7.576,2.879,153.788,0.057
1,EV,EWR,BOS,3.6,-3.25,66,0.149
1,EV,EWR,BWI,5.932,2.977,63.818,0.137
1,EV,EWR,CLT,8.985,7.705,121.376,0.114
1,EV,EWR,DCA,11.832,10.224,72.438,0.147
1,EV,EWR,DTW,9.124,7.174,120.605,0.121
1,EV,EWR,IAD,13.523,12.777,77.477,0.109
1,EV,EWR,MSP,10.035,7.5,191.918,0.126
1,EV,IAD,ATL,20.615,23.584,117.683,0.047
1,EV,IAD,CLT,9,2.5,80.5,0
1,EV,IAD,DTW,5.317,0.698,96.905,0.045
1,EV,IAD,EWR,17.95,19.212,77.14,0.108
1,EV,IAD,IAH,14.333,9.4,217.6,0.032
1,EV,IAD,LGA,23.581,21.064,78.407,0.153
1,EV,IAD,MSP,12.926,10.025,164.221,0.032
1,EV,IAD,ORD,17.533,25,140.2,0.063
1,EV,IAH,ATL,8.58,6.87,115.551,0
1,EV,IAH,CLT,9.192,10.895,141.804,0.018
1,EV,IAH,DFW,6.867,3.554,70.687,0.067
1,EV,IAH,DTW,6.279,3.443,162.794,0.016
1,EV,IAH,IAD,-1.857,-8.214,176.714,0
1,EV,IAH,MSP,5.482,3.831,168.717,0.013
1,EV,IAH,SLC,19.75,14.25,201.563,0
1,EV,LGA,CLT,15.316,6.947,128.579,0.174
1,EV,LGA,DTW,-2,-15,120,0.5
1,EV,LGA,IAD,25.203,25.866,84.651,0.161
1,EV,LGA,MSP,9.5,-3.333,176.167,0
1,EV,MCO,ATL,54,58,79,0
1,EV,MDW,DTW,18.625,17.305,66.634,0.03
1,EV,MDW,MSP,17.612,13.493,86.612,0.038
1,EV,MSP,BWI,-1,-21,125,0
1,EV,MSP,CLT,22.857,15.357,146.857,0
1,EV,MSP,DCA,26,31,147,0
1,EV,MSP,DEN,-6.667,-18.667,129.667,0
1,EV,MSP,DFW,25.429,17,151.571,0
1,EV,MSP,EWR,12.112,6.936,158.628,0.132
1,EV,MSP,IAD,11.275,5.567,135.458,0.04
1,EV,MSP,IAH,14.228,9.147,174.571,0.011
1,EV,MSP,LGA,9.833,-4.5,145.333,0
1,EV,MSP,MDW,17.624,15.29,93.713,0.031
1,EV,MSP,ORD,23.267,19.9,90.567,0.032
1,EV,MSP,PHL,19.897,9.655,150.759,0
1,EV,ORD,ATL,62.6,64.8,120,0
1,EV,ORD,BWI,12.1,8.15,110.65,0.091
1,EV,ORD,CLT,15.485,17.503,114.685,0.038
1,EV,ORD,DTW,10.788,7.853,77.859,0.037
1,EV,ORD,EWR,-7,-20,117,0
1,EV,ORD,IAD,17.422,12.044,106.667,0.043
1,EV,ORD,MSP,17.781,18.063,93.844,0
1,EV,ORD,PHL,6.167,-0.167,121.167,0.143
1,EV,PHL,DTW,19.15,20.15,113.55,0.048
1,EV,PHL,IAH,0,-31,211,0
1,EV,PHL,MSP,14.8,8.767,171.033,0
1,EV,PHL,ORD,10.6,29.6,164.2,0.286
1,EV,PHX,DEN,13,11,108,0
1,EV,SLC,DEN,23.19,24.524,88.905,0.087
1,EV,SLC,IAH,33.167,25.5,179.25,0
1,F9,ATL,DEN,35.512,33.465,202.188,0.012
1,F9,ATL,IAD,25,23.907,103.907,0
1,F9,ATL,MCO,40,35.263,86.93,0
1,F9,ATL,MIA,30.846,33.154,112.308,0
1,F9,ATL,ORD,43.268,51.195,127.927,0.024
1,F9,ATL,PHL,12.067,13.133,116.067,0.063
1,F9,CLT,IAD,21.667,19,77.333,0
1,F9,CLT,PHL,12.211,10.263,93.053,0
1,F9,DCA,DEN,12.521,15.601,243.046,0.008
1,F9,DEN,ATL,5.512,5.076,163.953,0
1,F9,DEN,DCA,9.095,11.015,191.81,0.004
1,F9,DEN,DFW,10.518,14.701,112.018,0.009
1,F9,DEN,DTW,11.519,11.981,159.538,0
1,F9,DEN,IAH,13.39,16.25,136.177,0
1,F9,DEN,LAS,11.91,11.561,111.516,0
1,F9,DEN,LAX,10.022,10.641,144.771,0
1,F9,DEN,LGA,25.962,25.923,219.846,0
1,F9,DEN,MCO,6.967,9.137,205.558,0
1,F9,DEN,MDW,37.5,34.667,130.333,0
1,F9,DEN,MIA,6.087,2.78,219.213,0
1,F9,DEN,MSP,15.23,14.587,110.906,0
1,F9,DEN,ORD,11.774,18.287,147.976,0
1,F9,DEN,PDX,16.286,16.442,164.088,0
1,F9,DEN,PHX,8.829,9.444,109.246,0.004
1,F9,DEN,SAN,13.908,10.346,134.173,0.005
1,F9,DEN,SEA,19.637,18.244,170.585,0
1,F9,DEN,SFO,16.811,17.758,156.816,0
1,F9,DEN,SLC,9.728,10.234,84.306,0.004
1,F9,DEN,TPA,6.849,8.286,195.77,0.008
1,F9,DFW,DEN,15.321,14.5,121.723,0.013
1,F9,DTW,DEN,45.577,46.942,189.577,0
1,F9,DTW,IAD,3,6.5,93.5,0
1,F9,FLL,IAD,40.5,38.887,144.516,0.046
1,F9,IAD,ATL,27.224,34.421,118.908,0
1,F9,IAD,CLT,17.667,15.667,83,0
1,F9,IAD,DTW,-3.5,-5,98.5,0
1,F9,IAD,FLL,38.922,34.266,163.156,0.03
1,F9,IAD,LAS,44.913,45.587,315.675,0.024
1,F9,IAD,MCO,23.735,29.239,149.137,0.017
1,F9,IAD,MIA,9.077,19.115,173.5,0.037
1,F9,IAD,MSP,-6,7.333,178.333,0
1,F9,IAD,ORD,23.558,32.346,130.904,0
1,F9,IAD,TPA,9.185,4.074,144.889,0.036
1,F9,IAH,DEN,8.491,5.607,146.337,0.006
1,F9,IAH,PHX,16.753,13.26,169.818,0
1,F9,IAH,SFO,12.722,7.867,253.478,0
1,F9,LAS,DEN,15.884,17.657,108.96,0.003
1,F9,LAS,IAD,35.111,34.728,262.333,0.012
1,F9,LAS,ORD,27.047,35.141,221.506,0.023
1,F9,LAX,DEN,10.522,7.83,132.196,0
1,F9,LGA,DEN,40.846,27,254.231,0.071
1,F9,LGA,MIA,31.57,36.273,202.988,0.05
1,F9,MCO,ATL,21.228,35.421,99.193,0
1,F9,MCO,DEN,27.564,23.466,245.212,0.008
1,F9,MCO,IAD,39.47,41.513,127.043,0.017
1,F9,MCO,ORD,47.235,48.01,175.775,0.01
1,F9,MCO,PHL,32.958,31.461,139.868,0.062
1,F9,MDW,DEN,40.167,45.833,163.333,0
1,F9,MIA,ATL,10.962,14.769,118.808,0
1,F9,MIA,DEN,45.378,49.425,267.976,0.038
1,F9,MIA,IAD,27.615,28.077,150.462,0.037
1,F9,MIA,LGA,25.93,29.384,178.686,0.05
1,F9,MIA,ORD,34.697,40.685,204.303,0.011
1,F9,MIA,PHL,42.795,39.548,159.973,0.052
1,F9,MSP,DEN,14.239,15.324,127.056,0
1,F9,MSP,IAD,12.667,8,135.333,0
1,F9,ORD,ATL,29.617,36.58,118.444,0.024
1,F9,ORD,DEN,34.767,37.926,161.509,0.024
1,F9,ORD,IAD,53.096,50.942,106.404,0
1,F9,ORD,LAS,24.876,30.393,238.831,0.011
1,F9,ORD,MCO,36.608,44.441,162.833,0.01
1,F9,ORD,MIA,16.284,22.852,186.568,0.011
1,F9,ORD,PHL,36.421,36.053,114.632,0
1,F9,ORD,PHX,31.135,33.326,230.281,0.011
1,F9,ORD,SLC,49.244,54.317,210.073,0.024
1,F9,ORD,TPA,26.617,33.086,160.111,0.012
1,F9,PDX,DEN,13.687,10.442,138.932,0
1,F9,PHL,ATL,59,65.6,136.6,0.063
1,F9,PHL,CLT,5.211,11.053,105.842,0
1,F9,PHL,MCO,38.928,43.102,160.611,0.056
1,F9,PHL,MIA,27.959,32.027,175.622,0.039
1,F9,PHL,ORD,25.368,35.316,144.947,0
1,F9,PHL,TPA,37.148,45.625,166.432,0.033
1,F9,PHX,DEN,17.27,17.952,106.306,0.008
1,F9,PHX,IAH,15.987,12.623,151.636,0
1,F9,PHX,ORD,38.722,48.733,210.011,0.011
1,F9,PHX,SFO,21.506,21.87,125.104,0
1,F9,PHX,SLC,11.255,11.818,95.564,0
1,F9,SAN,DEN,9.259,10.011,133.465,0.005
1,F9,SEA,DEN,19.338,16.493,145.294,0
1,F9,SFO,DEN,17.283,19.377,146.549,0
1,F9,SFO,IAH,2.022,4.422,227.4,0
1,F9,SFO,PHX,12.039,13.117,116.338,0
1,F9,SLC,DEN,6.76,5.258,80.757,0.004
1,F9,SLC,ORD,52.878,44.854,176.976,0.024
1,F9,SLC,PHX,8.036,7.364,98.964,0
1,F9,TPA,DEN,30.168,25.28,237.6,0.008
1,F9,TPA,IAD,12.074,11.259,129.185,0.036
1,F9,TPA,ORD,35.235,36.938,171.704,0.012
1,F9,TPA,PHL,48.977,54.636,150.659,0.043
1,HA,HNL,JFK,25.771,25.171,564.971,0
1,HA,HNL,LAS,0.904,-2.344,333.564,0
1,HA,HNL,LAX,2.279,-3.803,312.84,0
1,HA,HNL,PDX,4.2,-3.422,315.933,0
1,HA,HNL,PHX,4.789,6.356,354.844,0
1,HA,HNL,SAN,3.427,2.91,319.539,0
1,HA,HNL,SEA,3.011,-5.483,329.764,0
1,HA,HNL,SFO,1.544,-2.111,299.956,0
1,HA,JFK,HNL,74.577,77.972,679.944,0
1,HA,LAS,HNL,8.252,16.45,387.761,0
1,HA,LAX,HNL,-1.245,3.933,357.428,0
1,HA,PDX,HNL,-0.122,9.822,371.667,0
1,HA,PHX,HNL,-0.611,4.022,411.356,0
1,HA,SAN,HNL,6.633,10.067,375.156,0
1,HA,SEA,HNL,-0.433,1.611,377.211,0
1,HA,SFO,HNL,5.1,15.078,344.256,0
1,MQ,ATL,LGA,18.547,22.315,134.706,0.119
1,MQ,ATL,MIA,18.875,16.188,117.313,0.238
1,MQ,ATL,ORD,38.804,41.911,130.607,0.138
1,MQ,BWI,JFK,32.675,32.727,75.26,0.144
1,MQ,BWI,ORD,43.609,48.513,151.322,0.122
1,MQ,DCA,JFK,20.43,22.182,78.236,0.199
1,MQ,DTW,LGA,17.941,16.85,104.672,0.155
1,MQ,DTW,ORD,26.625,30.925,87.788,0.122
1,MQ,JFK,BWI,22.722,24.403,71.444,0.2
1,MQ,JFK,DCA,15.419,14.87,77.943,0.19
1,MQ,LGA,ATL,14.565,14.452,156.105,0.106
1,MQ,LGA,DTW,10.239,11.73,122.78,0.155
1,MQ,MIA,ATL,2.313,12.688,133.375,0.238
1,MQ,MSP,ORD,26.333,36.731,102.074,0.136
1,MQ,ORD,ATL,34.224,39.879,115.241,0.134
1,MQ,ORD,BWI,22.025,29.607,115.705,0.069
1,MQ,ORD,DTW,24.649,28.335,80.619,0.114
1,MQ,ORD,MSP,33.587,38.165,85.688,0.128
1,NK,ATL,DFW,5.017,-0.526,142.179,0.039
1,NK,ATL,DTW,21.044,25.144,114.256,0
1,NK,ATL,FLL,8.684,5.379,108.182,0.004
1,NK,ATL,IAH,11.64,3.82,135.124,0.011
1,NK,ATL,ORD,24.178,40.722,134.9,0
1,NK,BOS,FLL,34.621,36.425,218.046,0.033
1,NK,BWI,DFW,5.544,-0.078,204.756,0
1,NK,BWI,FLL,7.268,2.363,155.587,0.006
1,NK,BWI,IAH,20.2,0,191.8,0
1,NK,BWI,LAS,15.371,10.584,316.157,0.011
1,NK,BWI,ORD,3.371,12.528,132.966,0.011
1,NK,DEN,DFW,21.161,22.195,108.517,0.033
1,NK,DEN,DTW,16.874,17.448,160.103,0.033
1,NK,DEN,FLL,9.663,8.512,215.267,0.034
1,NK,DEN,IAH,27.326,25.427,138.157,0
1,NK,DEN,LAS,11.559,6.254,107.949,0.017
1,NK,DEN,ORD,14.272,24.491,157.751,0.029
1,NK,DEN,PHX,21.854,22.18,106.427,0.011
1,NK,DEN,SAN,1.484,-10.71,134.806,0
1,NK,DFW,ATL,2.462,1.243,119.283,0.039
1,NK,DFW,BWI,6.922,6.589,163.267,0
1,NK,DFW,DEN,7.471,3.379,119.425,0.033
1,NK,DFW,DTW,3.888,8.798,149.494,0.011
1,NK,DFW,FLL,13.115,14.192,160.802,0.011
1,NK,DFW,LAS,8.13,-0.441,169.599,0.017
1,NK,DFW,LAX,2.92,-2.795,195.807,0.022
1,NK,DFW,LGA,6.118,15.576,202.106,0.056
1,NK,DFW,MCO,3.493,2.882,145.728,0.035
1,NK,DFW,MSP,3.708,5.539,140.831,0.011
1,NK,DFW,ORD,8.787,11.322,141.557,0.022
1,NK,DFW,PHL,30.235,27.576,179.024,0.056
1,NK,DFW,PHX,7.244,3.791,148.07,0.044
1,NK,DFW,SAN,6.449,-1.393,184.079,0.011
1,NK,DFW,TPA,23.303,25.056,138.933,0.011
1,NK,DTW,ATL,10.511,19.222,119.511,0
1,NK,DTW,DEN,20.011,17.966,190.172,0.033
1,NK,DTW,DFW,22.124,21.517,179.112,0.011
1,NK,DTW,FLL,17.922,15.295,182,0
1,NK,DTW,IAH,10.689,9.422,192,0
1,NK,DTW,LAS,21.534,17.265,265.194,0
1,NK,DTW,LAX,20.742,9.079,296.494,0.011
1,NK,DTW,LGA,15.667,19.863,104.929,0.045
1,NK,DTW,MCO,9.757,9.523,156.136,0
1,NK,DTW,TPA,22.052,18.156,154.122,0.011
1,NK,FLL,ATL,14.703,12.346,111.866,0.004
1,NK,FLL,BOS,9.738,7.94,185.012,0.067
1,NK,FLL,BWI,12.017,11.258,146.146,0.006
1,NK,FLL,DEN,9.333,3.126,264.897,0.033
1,NK,FLL,DFW,7.539,3.576,189.937,0.01
1,NK,FLL,DTW,14.474,11.454,177.587,0
1,NK,FLL,IAH,3.374,-6.077,168.879,0
1,NK,FLL,LAS,6.483,-7.079,318.966,0
1,NK,FLL,LAX,14.767,2.756,343.656,0
1,NK,FLL,LGA,18.71,20.021,172.799,0.058
1,NK,FLL,MCO,6.183,4.95,57.467,0
1,NK,FLL,MSP,15.773,13.966,227.795,0.022
1,NK,FLL,ORD,17.669,23.276,201.994,0.005
1,NK,FLL,TPA,20.078,15.256,56.667,0.011
1,NK,IAH,ATL,5.685,1.382,109.708,0.011
1,NK,IAH,BWI,14.2,15.4,171.2,0
1,NK,IAH,DEN,20.678,16.8,146.189,0
1,NK,IAH,DTW,28.337,31.404,155.596,0.011
1,NK,IAH,FLL,11.867,2.356,133.856,0
1,NK,IAH,LAS,10.111,0.528,190.283,0
1,NK,IAH,LAX,18.567,9.956,212.522,0
1,NK,IAH,MCO,11.167,10.033,127.8,0
1,NK,IAH,ORD,-1.522,12.122,167.244,0
1,NK,IAH,SAN,0.416,-13.809,195.169,0.011
1,NK,IAH,TPA,7.833,6,116.167,0
1,NK,LAS,BWI,2.607,1.629,261.225,0.011
1,NK,LAS,DEN,14.734,11.836,105.746,0.011
1,NK,LAS,DFW,4.96,3.844,149.636,0.039
1,NK,LAS,DTW,9.33,8.303,232.869,0.004
1,NK,LAS,FLL,15.865,16.36,263.933,0
1,NK,LAS,IAH,9.034,8.765,169.804,0
1,NK,LAS,LAX,13.095,15.922,72.564,0
1,NK,LAS,MSP,13.894,10.711,177.878,0
1,NK,LAS,ORD,11.701,9.271,209.508,0.017
1,NK,LAS,PDX,6.432,0.795,135.614,0.011
1,NK,LAS,PHL,24.6,18.447,267.376,0.056
1,NK,LAS,SAN,9.921,8.427,62.736,0.006
1,NK,LAX,DFW,18.759,21.69,168.862,0.033
1,NK,LAX,DTW,8.955,12.876,251.225,0.011
1,NK,LAX,FLL,22.989,25.966,282.36,0
1,NK,LAX,IAH,16.944,18.034,187.551,0.011
1,NK,LAX,LAS,8.877,5.201,62.268,0.006
1,NK,LAX,MSP,14.733,10.056,210.189,0
1,NK,LAX,ORD,36.144,40.54,241.632,0.011
1,NK,LGA,DFW,25.244,21.233,242.802,0.044
1,NK,LGA,DTW,26.265,26.124,122.859,0.056
1,NK,LGA,FLL,21.161,16.964,184.467,0.064
1,NK,LGA,ORD,19.679,25.545,156.77,0.083
1,NK,MCO,DFW,1.434,-2.059,172.176,0.035
1,NK,MCO,DTW,19.41,20.925,157.33,0.009
1,NK,MCO,FLL,1.849,-1.374,60.615,0.006
